accident_id,accident_date,accident_time,hour_of_day,month,location_id,location_name,zone,road_type,severity,weather_condition,lighting_condition,vehicle_type,reported_cause,casualties,latitude,longitude
ACC-1087,2026-03-12,14:15,14,2026-03,L011,Depot Crossing,south,signalized_crossing,major,clear,dusk,auto_rickshaw,low_visibility,2,28.562935914891888,77.21497356754462
ACC-0247,2026-06-16,18:20,18,2026-06,L003,Market Ring Road,central,junction,moderate,clear,daylight,car,wrong_side_entry,0,28.61280696133016,77.23220316867983
ACC-1525,2026-05-26,11:00,11,2026-05,L011,Depot Crossing,south,local_road,moderate,clear,daylight,car,wrong_side_entry,1,28.560777372512003,77.21979763347673
ACC-0427,2026-05-14,03:40,3,2026-05,L001,Maple Junction,central,signalized_crossing,major,clear,night_lit,two_wheeler,signal_violation,1,28.610058117622348,77.20868004367146
ACC-0251,2026-05-03,14:20,14,2026-05,L009,Hospital Service Road,central,junction,minor,clear,night_lit,cycle,low_visibility,0,28.615593985541917,77.20231371798263
ACC-0741,2026-04-11,20:10,20,2026-04,L010,Airport Link Signal,east,junction,moderate,rain,night_poor_light,truck,low_visibility,1,28.632121212634942,77.2570516832185
ACC-0028,2026-04-08,06:40,6,2026-04,L002,Riverside Flyover,east,flyover,moderate,clear,dusk,bus,pedestrian_conflict,1,28.613832525942062,77.24310881878898
ACC-1508,2026-01-22,07:50,7,2026-01,L012,Green Park Turn,west,local_road,minor,clear,night_lit,cycle,tailgating,0,28.57950898775992,77.19137926867066
ACC-0971,2026-02-11,19:55,19,2026-02,L001,Maple Junction,central,arterial,moderate,,dusk,two_wheeler,wrong_side_entry,1,28.617764273000574,77.21702713882509
ACC-1642,2026-01-17,19:35,19,2026-01,L011,Depot Crossing,south,arterial,moderate,wind,night_poor_light,truck,wet_surface,0,28.57168519525183,77.22683629132075
ACC-1133,2026-03-29,17:55,17,2026-03,L007,lakeview avenue,west,collector_road,minor,fog,night_lit,truck,wet_surface,0,,
ACC-1932,2026-01-20,10:15,10,2026-01,L001,Maple Junction,central,arterial,minor,clear,night_lit,cycle,signal_violation,0,28.619950302092516,77.21892204352095
ACC-1881,2026-01-30,13:10,13,2026-01,L006,Industrial Belt Exit,south,junction,major,,dusk,truck,low_visibility,2,28.5710519169343,77.24121445154309
ACC-0166,2026-05-31,20:15,20,2026-05,L003,market ring road,central,local_road,major,cloudy,night_poor_light,auto_rickshaw,low_visibility,2,28.603113371811006,77.21923887213721
ACC-0959,2026-04-19,15:00,15,2026-04,L008,Old Bridge Approach,north,bridge_approach,minor,rain,dusk,two_wheeler,signal_violation,0,28.654322565070526,77.22194013007984
ACC-0518,2026-01-26,17:15,17,2026-01,L001,Maple Junction,central,local_road,major,clear,night_lit,car,tailgating,1,28.61454767909652,77.21951882060206
ACC-0322,2026-05-28,08:30,8,2026-05,L003,Market Ring Road,central,local_road,critical,clear,night_lit,auto_rickshaw,sudden_lane_change,3,28.612954174943702,77.22862584109625
ACC-0675,2026-03-13,00:35,0,2026-03,L003,market ring road,central,junction,minor,clear,night_lit,cycle,low_visibility,1,28.598669998130696,77.22486133551322
ACC-0387,2026-06-14,18:40,18,2026-06,L005,Metro Link Turn,west,junction,moderate,rain,dusk,truck,signal_violation,1,28.590154898464654,77.18896642215954
ACC-0240,2026-03-05,12:55,12,2026-03,L010,Airport Link Signal,east,arterial,moderate,clear,,car,wrong_side_entry,0,28.640183054640413,77.26682767512175
ACC-1402,2026-05-17,08:10,8,2026-05,L007,Lakeview Avenue,west,junction,moderate,wind,night_lit,two_wheeler,tailgating,0,28.58104271000289,77.16713974917013
ACC-1917,2026-02-01,03:05,3,2026-02,L008,Old Bridge Approach,north,bridge_approach,moderate,rain,dusk,cycle,overspeeding,0,28.653198556317108,77.22065957327673
ACC-0655,2026-04-20,06:05,6,2026-04,L006,Industrial Belt Exit,south,arterial,moderate,fog,night_poor_light,two_wheeler,pedestrian_conflict,0,28.563283356600653,77.24192013626302
ACC-0150,2026-01-16,00:55,0,2026-01,L007,Lakeview Avenue,west,junction,minor,clear,night_poor_light,auto_rickshaw,signal_violation,0,28.59038574680146,77.17967558635969
ACC-0739,2026-01-06,08:10,8,2026-01,L003,Market Ring Road,central,junction,moderate,rain,daylight,car,signal_violation,1,28.601266617699462,77.22703408905942
ACC-1099,2026-06-26,08:25,8,2026-06,L009,Hospital Service Road,central,arterial,moderate,clear,night_lit,bus,overspeeding,1,28.62780498399944,77.21569504291857
ACC-0287,2026-04-02,16:45,16,2026-04,L006,Industrial Belt Exit,south,local_road,moderate,fog,dusk,car,overspeeding,0,28.578785656396175,77.2516286636705
ACC-0759,2026-06-28,23:30,23,2026-06,L011,Depot Crossing,south,signalized_crossing,minor,cloudy,daylight,auto_rickshaw,signal_violation,0,28.567958529526667,77.21416287056451
ACC-0027,2026-02-11,08:20,8,2026-02,L004,School Gate Road,north,junction,minor,wind,dusk,auto_rickshaw,wet_surface,0,28.630833369731892,77.2082307150781
ACC-0377,2026-06-25,07:30,7,2026-06,L003,Market Ring Road,central,junction,minor,wind,dusk,bus,signal_violation,0,28.606113725879098,77.2303627988767
ACC-0459,2026-04-17,19:05,19,2026-04,L001,Maple Junction,central,arterial,moderate,cloudy,daylight,car,low_visibility,0,28.61816326196503,77.20849265384112
ACC-1359,2026-03-05,08:05,8,2026-03,L004,School Gate Road,north,local_road,moderate,clear,night_poor_light,two_wheeler,sudden_lane_change,0,28.64286354906413,77.20829635476665
ACC-0706,2026-03-05,17:50,17,2026-03,L008,Old Bridge Approach,north,bridge_approach,major,fog,daylight,auto_rickshaw,wet_surface,1,28.64625045799493,77.21914136043793
ACC-0336,2026-05-05,15:55,15,2026-05,L008,Old Bridge Approach,north,bridge_approach,minor,clear,daylight,car,overspeeding,0,28.647982877864365,77.22692322789372
ACC-0911,2026-01-19,21:35,21,2026-01,L003,Market Ring Road,central,local_road,minor,,night_poor_light,two_wheeler,wet_surface,0,28.607198718652835,77.22131422720874
ACC-0006,2026-02-18,20:00,20,2026-02,L008,Old Bridge Approach,north,bridge_approach,moderate,rain,daylight,bus,signal_violation,0,28.643530524069515,77.21105192505762
ACC-0667,2026-02-13,18:10,18,2026-02,L001, Maple Junction,central,signalized_crossing,minor,clear,dusk,auto_rickshaw,signal_violation,0,28.614458015563773,77.21175951883441
ACC-1027,2026-01-01,17:55,17,2026-01,L001,maple junction,central,local_road,moderate,clear,night_lit,cycle,wrong_side_entry,0,28.618113867379883,77.21081114573714
ACC-0338,2026-01-22,23:05,23,2026-01,L004,School Gate Road,north,arterial,major,clear,,car,wet_surface,2,28.6405526291704,77.20026488824229
ACC-1046,2026-06-20,10:30,10,2026-06,L011,Depot Crossing,south,signalized_crossing,moderate,wind,daylight,two_wheeler,tailgating,0,28.569483677934404,77.22265449416828
ACC-1346,2026-02-22,14:30,14,2026-02,L008,Old Bridge Approach,north,bridge_approach,minor,clear,night_lit,truck,wet_surface,0,28.651708950773745,77.21144334061353
ACC-1702,2026-01-23,09:15,9,2026-01,L003,Market Ring Road,central,junction,major,clear,daylight,car,overspeeding,2,28.610933822368906,77.22369444925644
ACC-0050,2026-05-22,08:20,8,2026-05,L010,Airport Link Signal,east,local_road,minor,clear,daylight,cycle,low_visibility,1,28.628541875201183,77.25301147265857
ACC-0630,2026-06-01,21:40,21,2026-06,L010,Airport Link Signal,east,local_road,critical,wind,night_poor_light,two_wheeler,sudden_lane_change,2,28.627494863884646,77.2615800261791
ACC-1760,2026-06-06,09:05,9,2026-06,L012,Green Park Turn,west,arterial,moderate,clear,dusk,two_wheeler,sudden_lane_change,1,28.57010602384831,77.1934067591989
ACC-1935,2026-03-08,20:15,20,2026-03,L002,Riverside Flyover,east,flyover,minor,rain,daylight,two_wheeler,pedestrian_conflict,0,28.627941998191666,77.23217506547726
ACC-0580,2026-03-05,15:30,15,2026-03,L003,Market Ring Road,central,junction,minor,wind,night_lit,auto_rickshaw,wet_surface,0,28.612354137704358,77.21722772153242
ACC-1955,2026-02-15,16:15,16,2026-02,L012,Green Park Turn,west,arterial,moderate,fog,night_poor_light,truck,wrong_side_entry,1,28.578252423102565,77.19597065886461
ACC-1828,2026-06-06,19:25,19,2026-06,L001,Maple Junction,central,signalized_crossing,minor,wind,dusk,cycle,overspeeding,0,28.6090970771921,77.21194368994183
ACC-1041,2026-02-04,21:45,21,2026-02,L005,Metro Link Turn,west,arterial,moderate,clear,daylight,two_wheeler,wrong_side_entry,1,28.605030287188765,77.17616517388996
ACC-1111,2026-02-03,10:30,10,2026-02,L006,Industrial Belt Exit,south,junction,minor,clear,night_poor_light,car,overspeeding,0,28.565457037692177,77.23963772274213
ACC-1918,2026-06-14,18:50,18,2026-06,L010,Airport Link Signal,east,junction,minor,fog,night_poor_light,two_wheeler,tailgating,0,28.63779639559176,77.2558180988266
ACC-1555,2026-06-26,08:20,8,2026-06,L006,Industrial Belt Exit,south,highway_ramp,minor,clear,night_lit,two_wheeler,wet_surface,0,28.56858192758007,77.2494713487182
ACC-0612,2026-05-31,05:05,5,2026-05,L002,Riverside Flyover,east,flyover,minor,rain,night_poor_light,truck,tailgating,0,28.617556871252905,77.24261018162254
ACC-1653,2026-02-24,19:20,19,2026-02,L011,Depot Crossing,south,arterial,minor,wind,night_lit,auto_rickshaw,tailgating,0,28.559209157623673,77.21446255348627
ACC-1477,2026-01-19,22:50,22,2026-01,L001,Maple Junction,central,local_road,major,rain,daylight,auto_rickshaw,wet_surface,2,28.612972699512106,77.2102990681586
ACC-1779,2026-02-18,05:00,5,2026-02,L002,Riverside Flyover,east,flyover,minor,clear,night_poor_light,truck,pedestrian_conflict,0,,
ACC-1118,2026-03-17,00:05,0,2026-03,L012,Green Park Turn,west,arterial,moderate,clear,daylight,two_wheeler,signal_violation,0,28.583970466927482,77.19658162029599
ACC-1277,2026-04-25,17:30,17,2026-04,L005,Metro Link Turn,west,arterial,minor,clear,night_lit,two_wheeler,low_visibility,0,28.598760961518934,77.17835617967941
ACC-0243,2026-05-02,08:30,8,2026-05,L003,Market Ring Road,central,junction,minor,clear,dusk,two_wheeler,low_visibility,0,28.61393591057995,77.23265740519777
ACC-1962,2026-06-23,09:10,9,2026-06,L001,Maple Junction,central,signalized_crossing,minor,rain,dusk,car,signal_violation,0,28.60656877666359,77.22185657498046
ACC-1292,2026-01-28,04:30,4,2026-01,L012,Green Park Turn,west,arterial,moderate,clear,night_poor_light,two_wheeler,signal_violation,0,28.574267662480715,77.19745596210413
ACC-0657,2026-01-11,04:30,4,2026-01,L005,Metro Link Turn,west,local_road,minor,clear,,auto_rickshaw,tailgating,0,28.59582051930997,77.18844414842832
ACC-1594,2026-03-01,16:05,16,2026-03,L011,Depot Crossing,south,junction,minor,rain,dusk,two_wheeler,pedestrian_conflict,0,28.55876369741947,77.22897348039712
ACC-0009,2026-01-01,15:10,15,2026-01,L006,Industrial Belt Exit,south,local_road,minor,rain,daylight,cycle,sudden_lane_change,0,28.57122649791694,77.24045563622343
ACC-1432,2026-01-14,04:55,4,2026-01,L007,Lakeview Avenue,west,collector_road,critical,clear,dusk,two_wheeler,signal_violation,3,28.58318129366787,77.17774638259279
ACC-0233,2026-03-07,14:15,14,2026-03,L006,Industrial Belt Exit,south,junction,moderate,rain,night_lit,auto_rickshaw,low_visibility,1,28.570339529478854,77.24664387767638
ACC-0755,2026-06-13,05:30,5,2026-06,L011,Depot Crossing,south,local_road,minor,clear,night_poor_light,cycle,,0,28.562353415701228,77.21964036299134
ACC-1355,2026-02-11,00:45,0,2026-02,L003,Market Ring Road,central,local_road,moderate,rain,night_lit,bus,wet_surface,1,28.605252521920992,77.21808085892971
ACC-0872,2026-06-14,19:00,19,2026-06,L004,School Gate Road,north,local_road,moderate,wind,night_lit,two_wheeler,overspeeding,0,28.63242346893387,77.20744564665753
ACC-0933,2026-06-22,00:50,0,2026-06,L004,School Gate Road,north,arterial,major,wind,dusk,bus,wet_surface,1,28.638332495609202,77.20541501411637
ACC-0328,2026-02-03,21:45,21,2026-02,L003,Market Ring Road,central,arterial,major,clear,dusk,two_wheeler,sudden_lane_change,2,28.604500621055283,77.2175421068995
ACC-0049,2026-06-16,22:15,22,2026-06,L009,Hospital Service Road,central,arterial,major,clear,daylight,auto_rickshaw,overspeeding,2,28.62458746739321,77.21567907588451
ACC-1608,2026-05-15,19:45,19,2026-05,L006,Industrial Belt Exit,south,junction,minor,clear,dusk,truck,wrong_side_entry,0,28.56965704567897,77.2435661387669
ACC-1559,2026-02-10,21:25,21,2026-02,L003,Market Ring Road,central,junction,minor,wind,night_lit,cycle,sudden_lane_change,0,28.601962240483573,77.23061223290647
ACC-1342,2026-00-15,19:35,19,2026-02,L004,School Gate Road,north,junction,minor,fog,dusk,bus,,0,28.63183768420543,77.1931334715169
ACC-1001,2026-06-25,06:40,6,2026-06,L008,Old Bridge Approach,north,bridge_approach,major,rain,daylight,car,overspeeding,2,28.647864551929654,77.21590756800477
ACC-0260,2026-04-26,13:30,13,2026-01,L002,Riverside Flyover,east,flyover,major,fog,dusk,auto_rickshaw,signal_violation,1,28.62515421628741,77.24500838154746
ACC-0031,2026-04-22,10:00,10,2026-04,L006,Industrial Belt Exit,south,arterial,minor,clear,night_lit,two_wheeler,sudden_lane_change,0,28.571892656446714,77.24426603602744
ACC-0963,2026-04-25,04:15,4,2026-04,L007,Lakeview Avenue,west,collector_road,major,clear,night_poor_light,two_wheeler,signal_violation,1,28.592806215977063,77.17487512214859
ACC-0539,2026-05-01,00:50,0,2026-05,L006,Industrial Belt Exit,south,junction,minor,rain,dusk,auto_rickshaw,sudden_lane_change,0,28.569802443326996,77.2478957337169
ACC-0119,2026-06-23,11:00,11,2026-06,L009,Hospital Service Road,central,arterial,moderate,fog,night_lit,cycle,signal_violation,0,28.62352162631329,77.20568014111117
ACC-1784,2026-04-11,22:20,22,2026-04,L006,Industrial Belt Exit,south,junction,minor,clear,daylight,two_wheeler,pedestrian_conflict,0,28.573198417097704,77.24647593686497
ACC-1136,2026-03-21,12:05,12,2026-03,L006,Industrial Belt Exit,south,local_road,moderate,fog,dusk,car,wrong_side_entry,1,28.57068677222312,77.23989134026596
ACC-0645,2026-06-02,17:40,17,2026-06,L003,Market Ring Road,central,junction,critical,clear,,cycle,low_visibility,2,28.60332670182601,77.21750198091634
ACC-1302,2026-01-03,19:55,19,2026-01,L006,Industrial Belt Exit,south,local_road,minor,fog,daylight,two_wheeler,signal_violation,0,28.57692747202148,77.2430181371865
ACC-1401,2026-01-01,14:20,14,2026-01,L004,School Gate Road,north,local_road,minor,wind,night_lit,truck,overspeeding,0,28.6459076206252,77.20193791152707
ACC-1251,2026-06-11,05:50,5,2026-06,L003,Market Ring Road,central,local_road,moderate,clear,night_lit,auto_rickshaw,low_visibility,1,28.613703277337937,77.2321788816251
ACC-1600,2026-05-02,00:50,0,2026-05,L006,Industrial Belt Exit,south,arterial,minor,fog,daylight,truck,wet_surface,0,28.564534273956575,77.24339875364431
ACC-0579,2026-03-15,17:05,17,2026-03,L009,Hospital-Service Road,central,junction,minor,clear,dusk,bus,signal_violation,0,28.622331685936803,77.202373813818
ACC-0583,2026-02-07,08:35,8,2026-02,L009,Hospital Service Road,central,service_road,moderate,rain,night_lit,two_wheeler,low_visibility,0,28.620652784719038,77.20707036913436
ACC-0011,2026-01-26,20:35,20,2026-01,L001,Maple Junction,central,junction,critical,,night_poor_light,car,wet_surface,2,28.617834406304482,77.22143908584817
ACC-1278,2026-04-20,03:45,3,2026-04,L002,Riverside Flyover,east,flyover,moderate,clear,daylight,bus,wet_surface,0,28.625685846450015,77.23504873183707
ACC-0764,2026-06-26,19:15,19,2026-06,L009,Hospital Service Road,central,service_road,moderate,rain,night_poor_light,two_wheeler,wrong_side_entry,1,28.62056764079988,77.20636790056709
ACC-0964,2026-01-11,07:55,7,2026-01,L005, Metro Link Turn,west,junction,moderate,clear,night_lit,car,sudden_lane_change,0,28.601912216365882,77.1846153766812
ACC-0502,2026-02-22,05:35,5,2026-02,L006,Industrial Belt Exit,south,arterial,minor,rain,daylight,two_wheeler,wet_surface,0,28.567534755522857,77.23792202395965
ACC-1158,2026-03-22,08:00,8,2026-03,L004,School Gate Road,north,junction,major,clear,night_poor_light,car,low_visibility,2,28.634990206109695,77.19420082855248
ACC-1425,2026-01-16,13:30,13,2026-01,L006,Industrial Belt Exit,south,arterial,major,clear,night_lit,truck,sudden_lane_change,1,28.57222493371048,77.2456096963956
ACC-0787,2026-01-27,09:05,9,2026-01,L003,Market Ring Road,central,arterial,minor,cloudy,,truck,sudden_lane_change,0,28.599558046250124,77.2297808597596
ACC-1475,2026-01-01,15:55,15,2026-01,L012,Green Park Turn,west,junction,moderate,rain,daylight,car,tailgating,1,28.569489932870756,77.19604217856003
ACC-1017,2026-02-01,12:55,12,2026-02,L004,School Gate Road,north,local_road,minor,wind,night_poor_light,bus,pedestrian_conflict,0,28.641626066154064,77.20847032212266
ACC-1288,2026-01-24,06:30,6,2026-01,L002,Riverside Flyover,east,flyover,minor,clear,night_poor_light,two_wheeler,low_visibility,0,28.622406135890742,77.2360964615149
ACC-1248,2026-02-18,13:05,13,2026-02,L006,Industrial Belt Exit,south,junction,moderate,rain,night_lit,truck,low_visibility,0,28.57148642039037,77.25116415264209
ACC-1498,2026-04-23,18:25,18,2026-04,L009,Hospital Service Road,central,arterial,major,clear,dusk,two_wheeler,wet_surface,1,28.61534620519248,77.20237576845548
ACC-0003,2026-03-07,17:00,17,2026-03,L008,Old Bridge Approach,north,bridge_approach,critical,cloudy,night_poor_light,two_wheeler,wet_surface,3,28.643602465554498,77.21668433120364
ACC-0849,2026-06-11,22:35,22,2026-06,L004,School Gate Road ,north,local_road,minor,wind,daylight,truck,sudden_lane_change,0,28.63675330880507,77.19447244048997
ACC-1813,2026-06-26,13:05,13,2026-06,L002,Riverside Flyover,east,flyover,moderate,clear,dusk,car,,0,28.625443103773307,77.23212413988
ACC-1812,2026-02-13,14:55,14,2026-02,L006,Industrial Belt Exit,south,arterial,major,rain,,cycle,wrong_side_entry,2,28.567700342390626,77.24045018417821
ACC-1900,2026-05-14,17:10,17,2026-05,L004,School Gate Road,north,junction,minor,clear,dusk,truck,signal_violation,0,28.641517959136063,77.20629794956305
ACC-0127,2026-01-26,08:50,8,2026-01,L009,Hospital Service Road,central,arterial,major,rain,dusk,bus,wrong_side_entry,1,28.625887047893922,77.20912118951688
ACC-0882,2026-01-16,00:00,0,2026-01,L004,School Gate Road,north,arterial,major,wind,dusk,cycle,tailgating,1,28.636130635408627,77.20420681934284
ACC-1802,2026-03-25,10:10,10,2026-03,L012,Green Park Turn,west,local_road,moderate,clear,dusk,car,wrong_side_entry,1,28.579170575539028,77.19125943691913
ACC-1572,2026-06-12,17:40,17,2026-06,L005,Metro Link Turn,west,local_road,major,rain,daylight,cycle,low_visibility,1,28.590858201734644,77.18421283222722
ACC-0056,2026-05-25,15:55,15,2026-05,L003,Market Ring Road,central,junction,major,clear,night_poor_light,two_wheeler,wrong_side_entry,1,28.604828224100178,77.22764172580897
